"","Away Team","Home Team","Line","ATOR","ATDR","HTOR","HTDR","Away Score","Home Score","Predictor","Prediction","Line Result","Bet.Result"
"259","IOWA","MICH",3.5,1.08,0.65,1.22,0.95,38,28,16,"IOWA","IOWA","Lose"
"260","BC","FSU",-21.5,0.67,0.73,1.03,0.75,19,24,-34,"FSU","BC","Win"
"261","ARZ","WSU",23.5,1.04,0.75,0.8,1.09,24,7,58,"ARZ","WSU","Lose"
"262","NEV","HAW",6.5,1.21,0.8,1.02,0.9,21,27,29,"NEV","HAW","Lose"
"263","OKLA ST","TTU",-3,1.09,0.79,0.95,0.88,34,17,23,"OKLA ST","OKLA ST","Lose"
"264","MIZZ","TEXAM",-3.5,0.97,0.67,0.82,0.72,30,9,20,"MIZZ","MIZZ","Lose"
"265","MISS ST","UF",-8,1.01,0.79,0.9,0.73,10,7,4.99999999999999,"MISS ST","MISS ST","Lose"
"266","AFA","SDSU",1,1.16,0.85,1.06,0.77,25,27,1.99999999999999,"AFA","SDSU","Lose"
"267","ORG ST","WASH",-2,1.03,0.98,0.94,1.03,34,35,14,"ORG ST","ORG ST","Lose"
"268","ARK ST","IND",-10,0.88,1.02,1,1.04,34,36,-10,"ARK ST","ARK ST","Lose"
"269","NCSU","ECU",7.5,0.94,0.8,0.93,1.06,27,33,27,"NCSU","ECU","Lose"
"270","PITT","SYR",2,0.91,0.88,0.99,0.78,45,14,-18,"SYR","PITT","Win"
"271","MARY","CLEM",-14.5,1.02,0.77,0.94,0.82,7,31,13,"MARY","CLEM","Lose"
"272","USM","MEM",14.5,0.94,0.77,0.73,1.09,41,19,53,"USM","USM","Lose"
"273","MIAOH","CMU",-13.5,0.78,0.94,0.86,0.87,27,20,-15,"CMU","MIAOH","Win"
"274","MINN","PUR",-5.5,0.97,1.03,0.88,0.9,17,28,-4,"MINN","PUR","Lose"
"275","VANDY","UGA",-14,0.93,0.84,0.97,0.9,0,43,2.00000000000001,"VANDY","UGA","Lose"
"276","MIAFL","DUKE",18,0.85,0.75,0.84,1.07,28,13,33,"MIAFL","DUKE","Lose"
"277","BGSU","TEMP",-20,0.75,0.97,0.89,0.95,27,28,-16,"BGSU","BGSU","Lose"
"278","EMU","BALL",-10.5,0.8,1.2,0.81,0.94,41,38,-27,"BALL","EMU","Win"
"279","ARMY","RUT",-7,1.13,0.85,0.83,0.78,20,23,23,"ARMY","ARMY","Lose"
"280","AKR","OHIO",-16.5,0.74,1.08,0.86,0.92,10,38,-28,"OHIO","OHIO","Win"
"281","UNLV","CSU",-3,0.79,1.05,0.74,1.14,10,43,14,"UNLV","CSU","Lose"
"282","WMU","ND",-24.5,0.81,0.81,0.82,0.88,20,44,6.00000000000001,"WMU","WMU","Lose"
"283","HOU","RICE",9.5,0.98,0.88,0.78,1.05,31,34,37,"HOU","RICE","Lose"
"284","CAL","USC",-2.5,1.06,0.69,1.09,0.9,14,48,18,"CAL","USC","Lose"
"285","MTSU","GT",-18.5,0.81,0.93,1.01,0.93,14,42,-20,"GT","GT","Win"
"286","WAKE","VT",-22.5,0.91,0.99,1.02,0.79,52,21,-31,"VT","WAKE","Win"
"287","SMU","NAVY",-1.5,0.96,0.88,0.98,0.87,21,28,-3,"NAVY","NAVY","Win"
"288","BUFF","NIU",-14,0.69,0.73,1.05,0.88,14,45,-21,"NIU","NIU","Win"
"289","IDA","LT",1.5,0.87,0.71,0.77,0.92,35,48,31,"IDA","LT","Lose"
"290","UTEP","UAB",-2.5,1.01,0.86,0.81,1,6,21,34,"UTEP","UAB","Lose"
"291","UNC","UVA",6.5,0.91,0.83,0.93,0.9,44,10,5,"UVA","UNC","Win"
"292","KENT","TOLEDO",-3.5,0.69,0.7,0.79,0.88,21,34,8,"KENT","TOLEDO","Lose"
"293","ULL","TROY",-20.5,0.81,0.98,0.97,0.78,24,31,-36,"TROY","ULL","Win"
"294","ULM","WKU",-2.5,0.74,0.98,0.86,1.22,35,30,12,"ULM","ULM","Lose"
"295","TULANE","TULSA",-18,0.77,0.9,1,0.93,24,52,-20,"TULSA","TULSA","Win"
"296","BAY","COL",2,1.03,0.86,0.85,0.86,31,25,18,"BAY","BAY","Lose"
"297","FIU","NT",5,0.82,0.9,0.83,0.99,34,10,8,"FIU","FIU","Lose"
"298","NMSU","FRESNO",-30,0.77,1.14,0.97,0.98,10,33,-36,"FRESNO","NMSU","Win"
"299","UCLA","ORE",-26,0.79,0.88,1.12,0.65,13,60,-56,"ORE","ORE","Win"
"300","USF","CIN",-8.5,0.82,0.82,0.98,0.93,38,30,-4.99999999999999,"USF","USF","Lose"
"301","LSU","AUB",-5.5,0.86,0.7,1.17,0.86,17,24,-15,"AUB","AUB","Win"
"302","OKLA","MIZZ",3,1.02,0.76,0.98,0.69,27,36,-3,"MIZZ","MIZZ","Win"
"303","AFA","TCU",-18.5,1.12,0.88,1.19,0.67,7,38,-28,"TCU","TCU","Win"
"304","MSU","NW",6,1.09,0.74,1,0.78,35,27,13,"MSU","MSU","Lose"
"305","ALA","TENN",16.5,1.08,0.71,0.84,0.87,41,10,40,"ALA","ALA","Lose"
"306","CSU","UTAH",-30.5,0.82,1.08,1.14,0.76,6,59,-64,"UTAH","UTAH","Win"
"307","PUR","OSU",-23.5,0.91,0.84,1.08,0.69,0,49,-32,"OSU","OSU","Win"
"308","WSU","STAN",-36,0.76,1.07,1.1,0.85,28,38,-56,"STAN","WSU","Win"
"309","WISC","IOWA",-6,1.18,0.85,1.11,0.71,31,30,-7.00000000000002,"IOWA","WISC","Win"
"310","NEB","OKLA ST",6,1.1,0.75,1.08,0.8,51,41,7.00000000000001,"NEB","NEB","Lose"
"311","WASH","ARZ",-6.5,0.94,1,1.02,0.71,14,44,-37,"ARZ","ARZ","Win"
"312","ISU","TEX",-20.5,0.84,1,0.84,0.78,28,21,-22,"TEX","ISU","Win"
"313","SYR","WVU",-13.5,0.91,0.85,0.95,0.71,19,14,-18,"WVU","SYR","Win"
"314","SC","VANDY",12,1,0.89,0.88,0.91,21,7,14,"SC","SC","Lose"
"315","KAN ST","BAY",-6.5,1.09,0.87,1.04,0.87,42,47,5,"KAN ST","KAN ST","Lose"
"316","MISS","ARK",-10,0.97,0.93,1,0.87,24,38,-9.00000000000001,"MISS","ARK","Lose"
"317","UAB","MISS ST",-20,0.85,0.92,1.01,0.78,24,29,-30,"MISS ST","UAB","Win"
"318","DUKE","VT",-27,0.76,1.04,1.06,0.82,7,44,-52,"VT","VT","Win"
"319","PSU","MINN",9.5,0.81,0.86,0.91,1.04,33,21,8.00000000000001,"MINN","PSU","Win"
"320","RUT","PITT",-12.5,0.82,0.82,0.96,0.83,21,41,-13,"PITT","PITT","Win"
"321","IND","ILL",-13,0.99,1.03,0.83,0.83,13,43,-4,"IND","ILL","Lose"
"322","TEMP","BUFF",8,0.9,0.93,0.68,0.78,42,0,6.99999999999999,"BUFF","TEMP","Win"
"323","ND","NAVY",-6.5,0.87,0.84,1.01,0.86,17,35,-12,"NAVY","NAVY","Win"
"324","MARY","BC",-4,0.93,0.78,0.68,0.73,24,21,20,"MARY","MARY","Lose"
"325","OHIO","MIAOH",3,0.91,0.9,0.8,0.88,34,13,9,"OHIO","OHIO","Lose"
"326","FAU","ARK ST",-7.5,0.8,0.97,0.9,1.01,16,37,-5.99999999999999,"FAU","ARK ST","Lose"
"327","WYO","BYU",-10.5,0.76,1.06,0.75,1.04,20,25,-1,"WYO","WYO","Lose"
"328","KENT","BGSU",2.5,0.71,0.74,0.76,0.97,30,6,18,"KENT","KENT","Lose"
"329","WMU","AKR",7.5,0.78,0.87,0.74,1.1,56,10,27,"WMU","WMU","Lose"
"330","GT","CLEM",-4,1.02,0.86,0.93,0.78,13,27,1,"GT","CLEM","Lose"
"331","CONN","LOU",-3,0.93,0.82,1.01,0.88,0,26,-1.99999999999999,"CONN","LOU","Lose"
"332","ASU","CAL",-3,0.92,0.87,1.01,0.78,17,50,-18,"CAL","CAL","Win"
"333","TTU","COL",2.5,0.93,0.91,0.87,0.9,27,24,5,"TTU","TTU","Lose"
"334","RICE","UCF",-22.5,0.82,1.03,0.96,0.72,14,41,-45,"UCF","UCF","Win"
"335","HOU","SMU",-8.5,0.97,0.91,0.94,0.92,45,20,4,"HOU","HOU","Lose"
"336","CMU","NIU",10,0.83,0.88,1.05,0.85,7,33,-25,"NIU","NIU","Win"
"337","MARSH","ECU",-12.5,0.76,1.02,0.91,0.99,10,37,-18,"ECU","ECU","Win"
"338","ULM","MTSU",-12,0.78,0.98,0.76,0.96,10,38,0,"ULM","MTSU","Lose"
"339","NMSU","IDA",-24,0.76,1.13,0.89,0.78,14,37,-48,"IDA","NMSU","Win"
"340","WKU","ULL",-6,0.88,1.18,0.79,0.93,54,21,-16,"ULL","WKU","Win"
"341","HAW","USU",3.5,1.02,0.88,0.89,0.91,45,7,16,"HAW","HAW","Lose"
"342","EMU","UVA",-24,0.85,1.15,0.86,0.94,21,48,-22,"EMU","UVA","Lose"
"343","BALL","TOLEDO",-11,0.82,0.97,0.82,0.86,24,31,-11,"BALL","BALL","Lose"
"344","TEXAM","KAN",14,0.81,0.77,0.82,1.09,45,10,31,"TEXAM","TEXAM","Lose"
"345","UNC","MIAFL",-6.5,0.96,0.78,0.85,0.68,10,33,1,"UNC","MIAFL","Lose"
"346","UGA","UK",4,1.01,0.86,1.07,0.97,44,31,4.99999999999999,"UGA","UGA","Lose"
"347","FRESNO","SJSU",19,0.98,0.94,0.7,1.09,33,18,43,"FRESNO","SJSU","Lose"
"348","TULANE","UTEP",-10,0.79,0.98,0.95,0.89,34,24,-25,"UTEP","TULANE","Win"
"349","SDSU","NM",23.5,1.06,0.8,0.57,1.08,30,20,77,"SDSU","NM","Lose"
"350","LT","BOISE",-38,0.81,0.93,1.23,0.66,20,49,-69,"BOISE","LT","Win"
"351","FSU","NCSU",3.5,0.98,0.74,0.91,0.81,24,28,14,"FSU","NCSU","Lose"
"352","WVU","CONN",5.5,0.9,0.72,0.88,0.84,13,16,14,"WVU","CONN","Lose"
"353","AUB","MISS",7,1.17,0.85,0.96,0.94,51,31,30,"AUB","AUB","Lose"
"354","ORE","USC",6.5,1.16,0.65,1.1,0.88,53,32,29,"ORE","ORE","Lose"
"355","TCU","UNLV",34.5,1.2,0.7,0.78,1.09,48,6,81,"TCU","TCU","Lose"
"356","MSU","IOWA",-6.5,1.09,0.75,1.11,0.77,6,37,0,"MSU","IOWA","Lose"
"357","MIZZ","NEB",-7.5,0.96,0.71,1.1,0.81,17,31,-4,"MIZZ","NEB","Lose"
"358","UTAH","AFA",7,1.19,0.74,1.11,0.92,28,23,26,"UTAH","AFA","Lose"
"359","COL","OKLA",-23.5,0.87,0.9,1,0.78,10,43,-25,"OKLA","OKLA","Win"
"360","OSU","MINN",25,1.1,0.65,0.9,1.05,52,10,60,"OSU","OSU","Lose"
"361","STAN","WASH",7.5,1.11,0.87,0.92,1.04,41,0,36,"STAN","STAN","Lose"
"362","ARZ","UCLA",9,1.06,0.72,0.77,0.96,29,21,53,"ARZ","UCLA","Lose"
"363","OKLA ST","KAN ST",4.5,1.09,0.84,1.08,0.92,24,14,9.00000000000001,"OKLA ST","OKLA ST","Lose"
"364","VANDY","ARK",-20,0.86,0.93,1,0.87,14,49,-20,"ARK","ARK","Win"
"365","TENN","SC",-17,0.81,0.92,1.01,0.87,24,38,-25,"SC","TENN","Win"
"366","UK","MISS ST",-6.5,1.01,0.99,1,0.77,17,24,-21,"MISS ST","MISS ST","Win"
"367","MIAFL","UVA",16,0.88,0.67,0.9,0.95,19,24,26,"MIAFL","UVA","Lose"
"368","USU","NEV",-27,0.84,0.93,1.14,0.82,42,56,-41,"NEV","USU","Win"
"369","BAY","TEX",-7.5,1.07,0.89,0.82,0.82,30,22,18,"BAY","BAY","Lose"
"370","NW","IND",4,0.98,0.83,0.92,1.02,20,17,25,"NW","IND","Lose"
"371","CLEM","BC",7,0.95,0.79,0.7,0.75,10,16,21,"CLEM","BC","Lose"
"372","LOU","PITT",-9,1,0.84,0.99,0.81,3,20,-1.99999999999999,"LOU","PITT","Lose"
"373","PUR","ILL",-17,0.85,0.89,0.85,0.78,10,44,-11,"PUR","ILL","Lose"
"374","SYR","CIN",-5.5,0.9,0.82,0.96,0.98,31,7,10,"SYR","SYR","Lose"
"375","UAB","USM",-10.5,0.83,0.93,0.95,0.76,50,49,-29,"USM","UAB","Win"
"376","NIU","WMU",7.5,1.06,0.81,0.84,0.84,28,21,25,"NIU","WMU","Lose"
"377","AKR","TEMP",-29.5,0.72,1.12,0.92,0.86,0,30,-46,"TEMP","TEMP","Win"
"378","ULL","OHIO",-14.5,0.78,0.98,0.93,0.85,31,38,-28,"OHIO","ULL","Win"
"379","KAN","ISU",-18.5,0.81,1.11,0.87,0.96,16,28,-21,"ISU","KAN","Win"
"380","SDSU","WYO",9.5,1.02,0.79,0.74,1.04,48,38,53,"SDSU","SDSU","Lose"
"381","TULSA","ND",-8.5,1.04,0.93,0.86,0.9,28,27,15,"TULSA","TULSA","Lose"
"382","NT","WKU",-5.5,0.82,1,0.94,1.12,33,6,1.11022302462516e-14,"NT","NT","Lose"
"383","UTEP","MARSH",-2.5,0.93,0.91,0.73,1.01,12,16,30,"UTEP","MARSH","Lose"
"384","TTU","TEXAM",-7,0.93,0.9,0.86,0.77,27,45,-5.99999999999999,"TTU","TEXAM","Lose"
"385","CAL","ORG ST",-3,1.01,0.75,1.03,0.98,7,35,21,"CAL","ORG ST","Lose"
"386","WAKE","MARY",-5.5,0.92,1.03,0.93,0.78,14,62,-26,"MARY","MARY","Win"
"387","UF","UGA",-1,0.87,0.76,1.04,0.84,34,31,-9.00000000000001,"UGA","UF","Win"
"388","SMU","TULANE",8,0.91,0.94,0.83,0.95,31,17,9.00000000000001,"SMU","SMU","Lose"
"389","BALL","KENT",-10,0.79,0.99,0.75,0.69,14,33,-26,"KENT","KENT","Win"
"390","DUKE","NAVY",-13.5,0.73,1.05,1.06,0.86,34,31,-52,"NAVY","DUKE","Win"
"391","TROY","ULM",16.5,0.93,0.77,0.76,0.99,14,28,39,"TROY","ULM","Lose"
"392","MIAOH","BUFF",3,0.76,0.9,0.64,0.82,21,9,3.99999999999999,"MIAOH","MIAOH","Lose"
"393","ECU","UCF",-7.5,0.92,0.93,0.99,0.74,35,49,-26,"UCF","UCF","Win"
"394","BGSU","CMU",-12.5,0.71,0.97,0.8,0.91,17,14,-15,"CMU","BGSU","Win"
"395","TOLEDO","EMU",10.5,0.86,0.83,0.87,1.15,42,7,31,"TOLEDO","TOLEDO","Lose"
"396","FIU","FAU",-4.5,0.86,0.87,0.78,0.95,9,21,16,"FIU","FAU","Lose"
"397","SJSU","NMSU",3,0.7,1.08,0.76,1.09,27,29,-5,"NMSU","NMSU","Win"
"398","NM","CSU",-16,0.59,1.04,0.8,1.12,14,38,-13,"NM","CSU","Lose"
"399","HOU","MEM",14,0.99,0.89,0.73,1.09,56,17,46,"HOU","HOU","Lose"
"400","WSU","ASU",-21.5,0.78,1.08,0.87,0.9,0,42,-27,"ASU","ASU","Win"
"401","MICH","PSU",3,1.16,0.98,0.84,0.86,31,41,20,"MICH","PSU","Lose"
"402","IDA","HAW",-15,0.88,0.78,1.02,0.84,10,45,-8.00000000000001,"IDA","HAW","Lose"
"403","MTSU","ARK ST",1.5,0.8,0.91,0.89,0.98,24,51,-2,"ARK ST","ARK ST","Win"
"404","RUT","USF",-10,0.8,0.86,0.89,0.83,27,28,-12,"USF","RUT","Win"
"405","GT","VT",-13,0.99,0.9,1.07,0.78,21,28,-20,"VT","GT","Win"
"406","BUFF","OHIO",-16,0.64,0.82,0.94,0.86,17,34,-26,"OHIO","OHIO","Win"
"407","WMU","CMU",-3,0.83,0.86,0.77,0.89,22,26,9,"WMU","CMU","Lose"
"408","UCF","HOU",2,1.03,0.78,1.04,0.89,40,33,10,"UCF","UCF","Lose"
"409","WASH","ORE",-36.5,0.88,1.05,1.15,0.67,16,53,-65,"ORE","ORE","Win"
"410","TCU","UTAH",5,1.2,0.69,1.17,0.75,47,7,9.00000000000001,"TCU","TCU","Lose"
"411","HAW","BOISE",-22,1.03,0.81,1.23,0.69,7,42,-32,"BOISE","BOISE","Win"
"412","ALA","LSU",6.5,1.1,0.7,0.85,0.76,21,24,31,"ALA","LSU","Lose"
"413","NEB","ISU",17.5,1.12,0.79,0.88,0.94,31,30,39,"NEB","ISU","Lose"
"414","OKLA","TEXAM",3,1.02,0.77,0.88,0.78,19,33,15,"OKLA","TEXAM","Lose"
"415","WISC","PUR",20,1.17,0.89,0.82,0.93,34,13,39,"WISC","WISC","Lose"
"416","MIZZ","TTU",4,0.93,0.77,0.92,0.92,17,24,16,"MIZZ","TTU","Lose"
"417","ARZ","STAN",-8,1.05,0.73,1.11,0.84,17,42,4.99999999999999,"ARZ","STAN","Lose"
"418","MINN","MSU",-24,0.89,1.07,1.04,0.79,8,31,-43,"MSU","MINN","Win"
"419","IOWA","IND",17.5,1.11,0.75,0.9,1.01,18,13,47,"IOWA","IND","Lose"
"420","BAY","OKLA ST",-9,1.05,0.88,1.06,0.83,28,55,-6.00000000000001,"BAY","OKLA ST","Lose"
"421","ARK","SC",-4.5,1.01,0.84,1.02,0.85,41,20,0,"ARK","ARK","Lose"
"422","NEV","IDA",11,1.18,0.85,0.85,0.81,63,17,29,"NEV","NEV","Lose"
"423","UNC","FSU",-10.5,0.93,0.82,0.97,0.77,37,35,-8.99999999999999,"UNC","UNC","Lose"
"424","NCSU","CLEM",-3.5,0.92,0.82,0.91,0.8,13,14,-0.99999999999999,"NCSU","NCSU","Lose"
"425","ILL","MICH",-3,0.89,0.76,1.16,1.01,65,67,-1.99999999999999,"ILL","ILL","Lose"
"426","UVA","DUKE",1,0.9,0.91,0.8,1.04,48,55,23,"UVA","DUKE","Lose"
"427","LOU","SYR",-7,0.95,0.85,0.89,0.79,28,20,0,"LOU","LOU","Lose"
"428","AFA","ARMY",6.5,1.09,0.94,1.09,0.82,42,22,-12,"ARMY","AFA","Win"
"429","MARY","MIAFL",-8.5,0.98,0.76,0.85,0.71,20,26,8,"MARY","MARY","Lose"
"430","UF","VANDY",14,0.89,0.77,0.84,0.95,55,14,23,"UF","UF","Lose"
"431","AKR","BALL",-13,0.71,1.11,0.77,0.98,30,37,-19,"BALL","AKR","Win"
"432","COL","KAN",8.5,0.84,0.94,0.81,1.1,45,52,19,"COL","KAN","Lose"
"433","UNLV","BYU",-18,0.76,1.11,0.77,1,7,55,-12,"UNLV","BYU","Lose"
"434","TEMP","KENT",3,0.94,0.84,0.77,0.68,28,10,1,"KENT","TEMP","Win"
"435","RICE","TULSA",-17,0.82,1.05,1,0.91,27,64,-32,"TULSA","TULSA","Win"
"436","NMSU","USU",-18,0.78,1.09,0.87,1,22,27,-18,"USU","NMSU","Win"
"437","USM","TULANE",10,0.93,0.81,0.83,0.95,46,30,24,"USM","USM","Lose"
"438","NW","PSU",-6.5,0.97,0.82,0.89,0.9,21,35,16,"NW","PSU","Lose"
"439","NAVY","ECU",-3,1.05,0.92,0.93,0.98,76,35,18,"NAVY","NAVY","Lose"
"440","BC","WAKE",3,0.72,0.73,0.89,1.06,23,13,16,"BC","BC","Lose"
"441","FRESNO","LT",-2.5,0.99,0.91,0.82,0.96,40,34,22,"FRESNO","FRESNO","Lose"
"442","CAL","WSU",14,0.98,0.8,0.75,1.09,20,13,52,"CAL","WSU","Lose"
"443","MARSH","UAB",-10,0.76,0.97,0.86,0.92,31,17,-15,"UAB","MARSH","Win"
"444","FAU","WKU",2.5,0.81,0.9,0.91,1.13,17,16,13,"FAU","WKU","Lose"
"445","WYO","NM",9,0.76,1.03,0.62,1.06,31,34,17,"WYO","NM","Lose"
"446","ULL","MISS",-29.5,0.81,0.98,0.97,0.98,21,43,-16,"ULL","ULL","Lose"
"447","TROY","NT",11.5,0.89,0.81,0.86,0.96,41,35,18,"TROY","NT","Lose"
"448","ORG ST","UCLA",4.5,1.05,0.94,0.78,0.96,14,17,29,"ORG ST","UCLA","Lose"
"449","ULM","FIU",-9.5,0.79,0.94,0.83,0.88,35,42,-9.99999999999999,"FIU","ULM","Win"
"450","TEX","KAN ST",3.5,0.82,0.83,1.04,0.92,14,39,-13,"KAN ST","KAN ST","Win"
"451","TENN","MEM",19.5,0.8,0.94,0.75,1.13,50,14,24,"TENN","TENN","Lose"
"452","SMU","UTEP",6.5,0.92,0.93,0.89,0.91,14,28,1,"UTEP","UTEP","Win"
"453","CSU","SDSU",-17,0.85,1.1,1.01,0.8,19,24,-46,"SDSU","CSU","Win"
"454","ASU","USC",-5,0.91,0.84,1.05,0.92,33,34,-5.99999999999999,"USC","ASU","Win"
"455","TOLEDO","NIU",-11,0.9,0.82,1.05,0.81,30,65,-16,"NIU","NIU","Win"
"456","MIAOH","BGSU",2.5,0.77,0.87,0.71,0.93,24,21,12,"MIAOH","MIAOH","Lose"
"457","PITT","CONN",6,0.98,0.78,0.89,0.83,28,30,14,"PITT","CONN","Lose"
"458","ECU","UAB",-2,0.93,1.04,0.85,0.93,54,42,-2.99999999999999,"UAB","ECU","Win"
"459","BOISE","IDA",34.5,1.23,0.7,0.82,0.9,52,14,61,"BOISE","BOISE","Lose"
"460","BALL","BUFF",-3,0.77,0.96,0.63,0.85,20,3,3,"BALL","BALL","Lose"
"461","UGA","AUB",-6.5,1.02,0.82,1.22,0.87,31,49,-15,"AUB","AUB","Win"
"462","ORE","CAL",19.5,1.15,0.68,0.97,0.79,15,13,29,"ORE","CAL","Lose"
"463","SDSU","TCU",-27.5,0.98,0.78,1.21,0.67,35,40,-34,"TCU","SDSU","Win"
"464","ULM","LSU",-33,0.82,0.96,0.87,0.78,0,51,-23,"ULM","LSU","Lose"
"465","STAN","ASU",4.5,1.13,0.84,0.9,0.85,17,13,24,"STAN","ASU","Lose"
"466","IND","WISC",-22.5,0.89,1,1.15,0.84,20,83,-42,"WISC","WISC","Win"
"467","KAN","NEB",-35,0.85,1.08,1.1,0.8,3,20,-53,"NEB","KAN","Win"
"468","PSU","OSU",-18.5,0.91,0.91,1.11,0.65,14,38,-46,"OSU","OSU","Win"
"469","OKLA ST","TEX",5,1.09,0.84,0.79,0.87,33,16,33,"OKLA ST","OKLA ST","Lose"
"470","MISS ST","ALA",-13.5,1,0.75,1.07,0.75,10,30,-7.00000000000001,"MISS ST","ALA","Lose"
"471","IOWA","NW",10,1.09,0.75,0.97,0.86,17,21,23,"IOWA","NW","Lose"
"472","UTAH","ND",5.5,1.1,0.82,0.85,0.88,3,28,31,"UTAH","ND","Lose"
"473","UTEP","ARK",-28.5,0.91,0.91,1.02,0.82,21,58,-20,"UTEP","ARK","Lose"
"474","TTU","OKLA",-15.5,0.92,0.91,0.98,0.79,7,45,-18,"OKLA","OKLA","Win"
"475","KAN ST","MIZZ",-13,1.06,0.88,0.92,0.79,28,38,5,"KAN ST","KAN ST","Lose"
"476","USC","ARZ",-4.5,1.03,0.9,1.02,0.8,24,21,-9,"ARZ","USC","Win"
"477","VT","UNC",3,1.06,0.81,0.95,0.86,26,10,16,"VT","VT","Lose"
"478","NEV","FRESNO",8,1.21,0.82,1,0.92,35,34,31,"NEV","FRESNO","Lose"
"479","SC","UF",-6,0.98,0.88,0.91,0.73,36,14,-8.00000000000001,"UF","SC","Win"
"480","TEXAM","BAY",3,0.89,0.78,1.03,0.93,42,30,1,"BAY","TEXAM","Win"
"481","MIAFL","GT",2.5,0.86,0.71,1,0.9,35,10,5,"MIAFL","MIAFL","Lose"
"482","BC","DUKE",3,0.75,0.71,0.84,1.04,21,16,24,"BC","BC","Lose"
"483","USF","LOU",-2.5,0.9,0.85,0.96,0.85,24,21,-5.99999999999999,"LOU","USF","Win"
"484","CIN","WVU",-5,0.92,0.96,0.88,0.74,10,37,-18,"WVU","WVU","Win"
"485","MINN","ILL",-21,0.87,1.07,0.94,0.81,38,34,-33,"ILL","MINN","Win"
"486","USM","UCF",-10,0.93,0.82,1.04,0.8,31,21,-13,"UCF","USM","Win"
"487","MICH","PUR",12.5,1.15,1.04,0.79,0.93,27,16,25,"MICH","PUR","Lose"
"488","MISS","TENN",-2.5,0.98,0.95,0.84,0.91,14,52,10,"MISS","TENN","Lose"
"489","VANDY","UK",-15,0.78,0.95,1,0.99,20,38,-18,"UK","UK","Win"
"490","ISU","COL",2.5,0.88,0.94,0.86,0.97,14,34,5,"ISU","COL","Lose"
"491","BYU","CSU",6.5,0.83,0.95,0.83,1.06,49,10,11,"BYU","BYU","Lose"
"492","WAKE","NCSU",-18.5,0.85,1.05,0.89,0.81,3,38,-28,"NCSU","NCSU","Win"
"493","ARMY","KENT",-1,1.06,0.88,0.74,0.7,45,28,14,"ARMY","ARMY","Lose"
"494","EMU","WMU",-19,0.85,1.16,0.82,0.87,30,45,-26,"WMU","EMU","Win"
"495","MEM","MARSH",-17,0.73,1.13,0.78,0.94,13,28,-24,"MARSH","MEM","Win"
"496","WKU","ARK ST",-12,0.89,1.08,0.93,0.92,36,35,-20,"ARK ST","WKU","Win"
"497","NT","MTSU",-11,0.89,0.97,0.77,0.95,23,17,10,"NT","NT","Lose"
"498","CMU","NAVY",-14,0.78,0.88,1.11,0.92,37,38,-29,"NAVY","CMU","Win"
"499","FIU","TROY",-8.5,0.86,0.9,0.91,0.84,52,35,-11,"TROY","FIU","Win"
"500","RICE","TULANE",-3.5,0.84,1.08,0.84,0.95,49,54,-13,"TULANE","TULANE","Win"
"501","MARY","UVA",2.5,0.95,0.78,0.92,0.94,42,23,19,"MARY","MARY","Lose"
"502","SYR","RUT",2.5,0.89,0.82,0.82,0.87,13,10,12,"SYR","SYR","Lose"
"503","WSU","ORG ST",-24,0.74,1.07,1.04,0.94,31,14,-43,"ORG ST","WSU","Win"
"504","NM","AFA",-33,0.69,1.05,1.1,0.94,23,48,-52,"AFA","NM","Win"
"505","LT","NMSU",16,0.83,0.97,0.79,1.08,41,20,15,"NMSU","LT","Win"
"506","ULL","FAU",-10.5,0.79,0.99,0.79,0.88,23,24,-11,"FAU","ULL","Win"
"507","USU","SJSU",3.5,0.88,0.99,0.74,1.06,38,34,21,"USU","USU","Lose"
"508","CLEM","FSU",-5.5,0.89,0.78,0.99,0.81,13,16,-6.99999999999999,"FSU","CLEM","Win"
"509","TULSA","HOU",-2.5,1.04,0.92,1.03,0.91,28,25,0,"TULSA","TULSA","Lose"
"510","WYO","UNLV",4,0.79,1.05,0.75,1.12,16,42,11,"WYO","UNLV","Lose"
"511","OHIO","TEMP",-8.5,0.96,0.83,0.93,0.81,31,23,1,"OHIO","OHIO","Lose"
"512","MIAOH","AKR",9,0.79,0.85,0.72,1.07,19,14,29,"MIAOH","AKR","Lose"
"513","BGSU","TOLEDO",-10.5,0.71,0.93,0.9,0.88,14,33,-24,"TOLEDO","TOLEDO","Win"
"514","UCLA","WASH",-2,0.79,0.96,0.88,1.06,7,24,1.00000000000001,"UCLA","WASH","Lose"
"515","AFA","UNLV",19.5,1.11,0.92,0.79,1.1,35,20,50,"AFA","UNLV","Lose"
"516","FRESNO","BOISE",-30,0.99,0.94,1.22,0.67,0,51,-50,"BOISE","BOISE","Win"
"517","MISS","LSU",-15.5,0.94,0.96,0.89,0.74,36,43,-17,"LSU","MISS","Win"
"518","STAN","CAL",6.5,1.11,0.84,0.94,0.79,48,14,12,"STAN","STAN","Lose"
"519","WISC","MICH",-2,1.2,0.83,1.1,0.98,48,28,25,"WISC","WISC","Lose"
"520","NEB","TEXAM",2,1.08,0.78,0.9,0.81,6,9,21,"NEB","TEXAM","Lose"
"521","OSU","IOWA",2.5,1.12,0.66,1.06,0.78,20,17,18,"OSU","OSU","Lose"
"522","OKLA ST","KAN",24,1.08,0.84,0.83,1.06,48,14,47,"OKLA ST","OKLA ST","Lose"
