Year,Week,Away Team,Home Team,Line,Over/Under,ATOR,ATDR,HTOR,HTDR,Score,Neutral
2016,13,UCF,USF,-10.5,65.5,0.84,0.79,1.17,0.95,31-48,
2016,13,UVA,VT,-17.5,54.5,0.82,1.00,0.97,0.82,10-52,
2016,13,ARK ST,ULL,5,50,0.89,0.83,0.91,0.95,19-24,
2016,13,SYR,PITT,-25,68,0.85,1.02,1.08,0.95,61-76,
2016,13,BC,WAKE,-3,36,0.83,0.86,0.84,0.86,17-14,
2016,13,DUKE,MIAFL,-14.5,53,0.87,0.93,1.03,0.79,21-40,
2016,13,FIU,ODU,-13.5,61.5,0.87,1.05,1.09,0.92,28-42,
2016,13,SJSU,FRESNO,3.5,51.5,0.86,1.08,0.78,1.09,16-14,
2016,13,MISS ST,MISS,-8.5,69,0.96,0.98,0.97,0.98,55-20,
2016,13,USA,IDA,-6,52.5,0.89,0.93,0.90,0.96,31-38,
2016,13,TROY,TEXST,28,59,0.98,0.77,0.78,1.12,40-7,
2016,13,APP,NMSU,19,59.5,1.02,0.79,0.85,1.02,37-7,
2016,13,TULANE,CONN,2,37,0.86,0.86,0.78,0.98,38-13,
2016,13,ORE,ORG ST,3,71.5,1.08,1.11,0.89,0.93,24-34,
2016,13,NEV,UNLV,-9.5,61.5,0.94,1.10,1.01,0.97,45-10,
2016,13,NT,UTEP,3,52.5,0.83,0.91,0.93,1.08,24-52,
2016,13,FAU,MTSU,-14,64,0.92,1.08,1.00,0.96,56-77,
2016,13,WKU,MARSH,25,64.5,1.14,0.88,0.92,0.98,60-6,
2016,13,CHAR,UTSA,-10.5,53.5,0.88,0.98,0.94,0.94,14-33,
2016,13,UCLA,CAL,3,71,0.82,0.82,0.97,1.12,10-36,
2016,13,ECU,TEMP,-21.5,59,0.89,1.08,0.97,0.78,10-37,
2016,13,CSU,SDSU,-12,54,1.05,1.01,1.11,0.75,63-31,
2016,13,WYO,NM,3,65,1.03,0.94,1.12,1.06,35-56,
2016,13,USU,BYU,-17.5,51.5,0.93,0.99,0.95,0.83,10-28,
2016,13,MASS,HAW,-9.5,57,0.81,1.01,0.90,1.06,40-46,
2016,14,COL,WASH,-7.5,56,1.01,0.74,1.19,0.76,10-41,1
2016,14,WMU,OHIO,19,58.5,1.23,0.85,0.90,0.84,29-23,1
2016,14,ALA,UF,24,40.5,1.03,0.65,0.86,0.75,54-16,1
2016,14,VT,CLEM,-10,59,0.98,0.79,1.04,0.73,42-35,1
2016,14,WISC,PSU,2.5,46.5,0.97,0.69,1.02,0.83,31-38,1
2016,14,OKLA ST,OKLA,-11,76.5,1.06,0.91,1.18,0.92,20-38,
2016,14,BAY,WVU,-17,68.5,0.98,0.93,1.02,0.87,21-24,
2016,14,TEMP,NAVY,-3,61,0.99,0.77,1.26,1.04,34-10,
2016,14,KAN ST,TCU,-4.5,51.5,1.00,0.90,0.98,0.91,30-6,
2016,14,TROY,GSOU,7,54,0.99,0.76,0.92,0.93,24-28,
2016,14,LT,WKU,-9.5,79.5,1.16,0.97,1.15,0.86,44-58,
2016,14,NMSU,USA,-11.5,57.5,0.83,1.04,0.89,0.93,28-35,
2016,14,ULL,ULM,7,56,0.91,0.94,0.90,1.11,30-3,
2016,14,GSU,IDA,-6.5,52.5,0.82,0.90,0.90,0.95,12-37,
2016,14,ARK ST,TEXST,23,53,0.89,0.83,0.77,1.11,36-14,
2016,14,SDSU,WYO,7,61,1.10,0.81,1.04,0.99,27-24,
2016,14,ARMY,NAVY,-3,61,1.05,0.83,1.26,1.04,21-17,1
2017,3,NM,BOISE,-15.5,59,0.92,0.78,0.80,0.69,14-28,
2017,3,ILL,USF,-17,56,0.83,0.79,1.00,0.66,23-47,
2017,3,MASS,TEMP,-15,52,0.89,1.07,0.81,1.04,21-29,
2017,3,ARZ,UTEP,23.5,58.5,1.12,0.88,0.73,1.32,63-16,
2017,3,CSU,ALA,-29.5,53.5,0.94,0.82,1.14,0.67,23-41,
2017,3,TULANE,OKLA,-35,57.5,1.18,0.83,1.26,0.76,14-56,
2017,3,CLEM,LOU,3.5,56.5,1.08,0.69,1.08,0.87,47-21,
2017,3,TEX,USC,-16.5,67,1.06,1.00,1.24,0.99,24-27,
2017,3,GSU,PSU,-38.5,54.5,0.62,0.98,1.13,0.60,0-56,
2017,3,FRESNO,WASH,-33,56.5,1.09,0.89,1.21,0.63,16-48,
2017,3,AFA,MICH,-23.5,47.5,1.50,0.57,0.83,0.50,13-29,
2017,3,ARMY,OSU,-30,53,1.33,0.83,1.02,0.84,7-38,
2017,3,OKLA ST,PITT,14,64.5,1.21,0.72,0.83,0.99,59-21,
2017,3,WISC,BYU,16.5,40.5,1.11,0.69,0.76,0.91,40-6,
2017,3,LSU,MISS ST,7,51.5,1.21,0.56,1.21,0.67,7-37,
2017,3,VT,ECU,23,60,1.00,0.79,0.70,1.30,64-17,
2017,3,KAN ST,VANDY,4,51.5,1.37,0.72,1.23,0.54,7-14,
2017,3,STAN,SDSU,10,46.5,1.23,1.00,1.05,0.84,17-20,
2017,3,SMU,TCU,-19,64.5,1.16,0.79,1.16,0.58,36-56,
2017,3,ORG ST,WSU,-21,64,0.80,1.12,0.98,0.76,23-52,
2017,3,TENN,UF,-4.5,49.5,1.08,1.04,0.41,0.79,20-26,
2017,3,UCLA,MEM,3.5,72.5,1.15,0.98,0.98,0.81,45-48,
2017,3,NIU,NEB,-15,56.5,0.90,0.69,0.93,1.03,21-17,
2017,3,ULL,TEXAM,-24.5,60,1.16,1.26,0.99,0.87,21-45,
2017,3,KAN,OHIO,-7.5,58.5,0.84,0.98,1.10,0.88,30-42,
2017,3,ISU,AKR,11,62.5,1.04,0.98,0.92,0.91,41-14,
2017,3,CONN,UVA,-10,51,0.93,0.84,0.87,0.89,18-38,
2017,3,BAY,DUKE,-15,58.5,0.92,1.00,1.10,0.61,20-34,
2017,3,CCU,UAB,1.5,53.5,0.00,0.90,1.01,0.89,23-30,
2017,3,USU,WAKE,-13.5,49,0.88,1.01,1.14,0.64,10-46,
2017,3,CMU,SYR,-10,68,0.94,0.69,0.90,0.73,17-41,
2017,3,UNC,ODU,11,55,0.97,1.13,0.92,0.76,53-23,
2017,3,ND,BC,14,51,0.93,0.78,0.67,0.90,49-20,
2017,3,MTSU,MINN,-14,49,0.73,0.88,1.11,0.67,3-34,
2017,3,NT,IOWA,-22,51,1.13,0.89,0.96,0.81,14-31,
2017,3,PUR,MIZZ,-7,78.5,0.96,0.93,1.12,1.04,35-3,
2017,3,KENT,MARSH,-14.5,50.5,0.65,1.17,0.80,0.99,0-21,
2017,3,USM,ULM,7,58,0.84,0.64,0.81,0.98,28-17,
2017,3,LT,WKU,-7,61.5,0.83,0.99,0.82,0.85,23-22,
2017,3,ORE,WYO,14,62,1.33,0.75,0.80,0.74,49-13,
2017,3,IDA,WMU,-20.5,54.5,0.94,1.01,0.80,1.10,28-37,
2017,3,TULSA,TOLEDO,-9.5,67.5,1.07,1.23,1.06,0.83,51-54,
2017,3,APP,TEXST,23,48.5,1.09,0.78,0.73,0.88,20-13,
2017,3,UK,SC,-7,50.5,0.86,0.76,1.00,0.81,23-13,
2017,3,BGSU,NW,-21.5,57,0.62,0.97,0.81,0.87,7-49,
2017,3,RICE,HOU,-23.5,53.5,0.89,1.09,0.93,0.76,3-38,
2017,3,TROY,NMSU,7,62.5,0.88,0.71,0.92,0.90,27-24,
2017,3,CIN,MIAOH,-5,47,0.80,0.83,0.82,0.72,21-17,
2017,3,ASU,TTU,-7.5,76,0.97,0.96,1.39,0.67,45-52,
2017,3,SJSU,UTAH,-26,59.5,0.77,1.04,0.98,0.66,16-54,
2017,3,MISS,CAL,4.5,72,1.28,0.99,1.03,0.83,16-27,
2017,4,TEMP,USF,-20,63,0.85,0.99,1.04,0.67,7-43,
2017,4,UTAH,ARZ,3,61,0.99,0.59,1.18,0.80,30-24,
2017,4,UVA,BOISE,-13,52.5,0.99,0.91,0.89,0.73,42-23,
2017,4,ALA,VANDY,18.5,43,1.21,0.74,1.14,0.57,59-0,
2017,4,BC,CLEM,-34.5,53,0.70,1.00,1.13,0.76,7-34,
2017,4,OKLA,BAY,28,63,1.28,0.79,0.79,0.94,49-41,
2017,4,PSU,IOWA,12.5,52.5,1.27,0.56,0.96,0.82,21-19,
2017,4,USC,CAL,16.5,64.5,1.07,0.85,0.91,0.80,30-20,
2017,4,TCU,OKLA ST,-13.5,71,1.16,0.71,1.23,0.76,44-31,
2017,4,WASH,COL,11.5,50,1.20,0.68,0.98,0.68,37-10,
2017,4,MICH,PUR,10,51.5,0.84,0.58,1.01,0.80,28-10,
2017,4,UNLV,OSU,-41,64.5,1.17,0.99,1.11,0.85,21-54,
2017,4,MISS ST,UGA,-4.5,48.5,1.20,0.72,1.00,0.77,3-31,
2017,4,NCSU,FSU,-13,51,1.10,0.82,0.56,0.99,27-21,
2017,4,ODU,VT,-29,52.5,0.85,0.91,1.13,0.72,0-38,
2017,4,TOLEDO,MIAFL,-13.5,57.5,1.16,0.99,1.27,0.74,30-52,
2017,4,AUB,MIZZ,19,60.5,0.85,0.73,0.94,1.05,51-14,
2017,4,NEV,WSU,-28,67.5,0.82,0.99,1.02,0.79,7-45,
2017,4,KENT,LOU,-44,55.5,0.87,1.06,1.02,1.00,3-42,
2017,4,UF,UK,3,44,0.63,0.78,0.95,0.79,28-27,
2017,4,SDSU,AFA,3.5,47.5,1.02,0.79,1.19,0.73,28-24,
2017,4,ORE,ASU,16.5,75.5,1.21,0.71,1.02,1.05,35-37,
2017,4,SYR,LSU,-21.5,57,0.92,0.72,1.09,0.83,26-35,
2017,4,TTU,HOU,-6.5,71,1.31,0.91,1.09,0.64,27-24,
2017,4,ARMY,TULANE,-3,44.5,1.17,1.02,1.06,1.01,21-17,
2017,4,ARK,TEXAM,-2.5,54.5,1.00,0.84,0.98,0.77,50-43,1
2017,4,MASS,TENN,-29,61.5,0.89,1.04,0.96,0.99,13-17,
2017,4,WVU,KAN,23,71,1.15,0.88,0.87,1.02,56-34,
2017,4,PITT,GT,-8,55,0.84,1.10,1.23,0.92,17-35,
2017,4,NM,TULSA,-10,67.5,0.89,0.87,1.11,1.29,16-13,
2017,4,IDA,USA,-3.5,58,0.94,1.00,0.97,1.01,29-23,
2017,4,OHIO,EMU,-2.5,52.5,1.11,0.90,0.86,0.62,27-20,
2017,4,UCF,MARY,-4,60,1.24,0.69,1.51,0.79,38-10,
2017,4,RUT,NEB,-12.5,46.5,0.93,0.74,0.83,0.97,17-27,
2017,4,GSOU,IND,-24.5,51.5,0.69,0.99,0.79,0.98,17-52,
2017,4,WAKE,APP,6,48.5,1.15,0.63,1.02,0.81,20-19,
2017,4,DUKE,UNC,2.5,66.5,1.01,0.58,1.05,1.00,27-17,
2017,4,LT,SC,-8.5,53,0.84,0.99,0.95,0.80,16-17,
2017,4,MIAOH,CMU,-2.5,53,0.82,0.73,0.86,0.79,31-14,
2017,4,CIN,NAVY,-11.5,52.5,0.77,0.82,1.04,0.85,32-42,
2017,4,ULM,ULL,-7,60,0.81,0.92,0.96,1.18,56-50,
2017,4,AKR,TROY,-15.5,55,0.82,1.03,0.95,0.82,17-22,
2017,4,GSU,CHAR,0,50.5,0.55,1.25,0.66,1.08,28-0,
2017,4,UAB,NT,-13,61.5,1.03,0.82,1.07,0.96,43-46,
2017,4,BALL,WKU,-7.5,54.5,1.01,0.85,0.89,0.85,21-33,
2017,4,FAU,BUFF,-3.5,63.5,0.91,0.94,0.96,0.93,31-34,
2017,4,BGSU,MTSU,-7,53.5,0.66,1.07,0.67,0.95,13-24,
2017,4,ARK ST,SMU,-5.5,73.5,1.08,0.79,1.09,0.92,21-44,
2017,4,FIU,RICE,-3,52.5,0.83,1.07,0.77,1.14,13-7,
2017,4,USU,SJSU,1.5,55.5,0.79,1.07,0.70,1.04,61-10,
2017,4,UTSA,TEXST,13.5,45,1.06,0.57,0.77,0.88,44-14,
2017,4,UTEP,NMSU,-18,58.5,0.67,1.30,0.95,0.96,14-41,
2017,4,ND,MSU,4,54,1.02,0.78,0.95,0.60,38-18,
2017,4,HAW,WYO,-7.5,58,1.04,1.00,0.74,0.87,21-28,
2017,4,UCLA,STAN,-7.5,57,1.06,0.99,1.08,0.98,34-58,
2017,4,ECU,CONN,-4.5,65,0.66,1.31,0.94,1.03,41-38,
2017,5,TEX,ISU,6,63.5,0.92,0.91,1.11,0.86,17-7,
2017,5,USC,WSU,3.5,65,1.02,0.74,1.02,0.70,27-30,
2017,5,MIAFL,DUKE,6.5,56,1.31,0.79,0.99,0.64,31-6,
2017,5,NEB,ILL,6.5,46,0.84,0.91,0.80,0.92,28-6,
2017,5,BYU,USU,3,46.5,0.73,1.01,0.86,0.91,24-40,
2017,5,MISS,ALA,-28,59,1.08,0.88,1.25,0.68,3-66,
2017,5,CLEM,VT,7,51.5,1.11,0.73,1.13,0.68,31-17,
2017,5,IND,PSU,-17.5,63,0.91,0.93,1.12,0.63,14-45,
2017,5,WASH,ORG ST,27.5,61.5,1.18,0.69,0.81,1.13,42-7,
2017,5,UGA,TENN,7,47,1.05,0.74,0.92,0.96,41-0,
2017,5,NW,WISC,-14.5,49.5,0.98,0.83,1.18,0.67,24-33,
2017,5,OSU,RUT,30,54,1.12,0.82,0.88,0.77,66-0,
2017,5,MISS ST,AUB,-9,51,1.07,0.84,0.96,0.71,10-49,
2017,5,OKLA ST,TTU,10,83.5,1.12,0.84,1.20,0.83,41-34,
2017,5,USF,ECU,24,76.5,1.01,0.54,0.81,1.27,61-31,
2017,5,NIU,SDSU,-11,46,0.87,0.68,1.05,0.85,28-34,
2017,5,VANDY,UF,-10,42,1.00,0.84,0.79,0.85,24-38,
2017,5,MIAOH,ND,-21.5,53.5,0.90,0.74,1.04,0.78,17-52,
2017,5,TROY,LSU,-22,49,0.97,0.79,1.10,0.83,24-21,
2017,5,HOU,TEMP,14,46.5,0.94,0.76,0.67,0.96,20-13,
2017,5,NMSU,ARK,-17.5,61.5,0.97,0.82,1.04,0.94,24-42,
2017,5,MARY,MINN,-13,44,1.19,0.89,1.11,0.63,31-24,
2017,5,RICE,PITT,-20,52,0.76,1.05,0.81,1.09,10-42,
2017,5,UNC,GT,-9.5,60.5,0.99,0.97,1.18,0.85,7-33,
2017,5,SYR,NCSU,-13,65,0.90,0.81,1.07,0.82,25-33,
2017,5,CMU,BC,-7.5,49.5,0.84,0.87,0.69,1.02,8-28,
2017,5,FSU,WAKE,7.5,46.5,0.68,0.98,1.11,0.70,26-19,
2017,5,OHIO,MASS,7.5,51.5,1.03,0.88,0.88,0.99,58-50,
2017,5,BAY,KAN ST,-17,58.5,0.85,1.04,1.11,0.78,20-33,
2017,5,UTEP,ARMY,-24.5,52,0.58,1.23,1.09,1.03,21-35,
2017,5,NAVY,TULSA,7.5,73,1.16,0.92,1.06,1.18,31-21,
2017,5,BUFF,KENT,7,42,1.00,0.97,0.78,1.07,27-13,
2017,5,TEXST,WYO,-16,48.5,0.74,0.95,0.80,0.89,10-45,
2017,5,CONN,SMU,-18,76.5,1.01,1.10,1.11,0.90,28-49,
2017,5,ASU,STAN,-15,63,0.99,1.05,1.15,0.96,24-34,
2017,5,SMU,UK,-14.5,49,1.11,0.90,0.97,0.86,20-24,
2017,5,IOWA,MSU,-3,43.5,0.96,0.83,0.89,0.78,10-17,
2017,5,AKR,BGSU,3,56,0.79,1.03,0.70,1.05,34-23,
2017,5,CHAR,FIU,-12.5,48,0.64,1.06,0.80,0.96,29-30,
2017,5,MTSU,FAU,-3,58.5,0.76,0.92,0.95,0.98,20-38,
2017,5,USA,LT,-14,57,0.92,0.97,0.85,0.97,16-34,
2017,5,MARSH,CIN,-4.5,52.5,0.83,0.90,0.82,0.97,38-21,
2017,5,NT,USM,-9.5,60.5,1.06,0.92,0.90,0.71,43-28,
2017,5,BALL,WMU,-14,55,0.96,0.85,0.99,0.96,3-55,
2017,5,CCU,WMU,-14,55,0.00,0.00,0.99,0.96,43-51,
2017,5,AFA,NM,0,51,1.13,0.87,0.89,0.85,38-56,
2017,5,MEM,UCF,-4,69,1.03,0.88,1.18,0.65,13-40,
2017,5,SC,TEXAM,-8.5,50,0.93,0.84,1.01,0.85,17-24,
2017,5,NEV,FRESNO,-10,59.5,0.74,1.00,0.98,0.98,21-41,
2017,5,SJSU,UNLV,-13,65,0.63,1.04,1.03,1.04,13-41,
2017,5,COL,UCLA,-7,68.5,0.92,0.78,1.02,1.06,23-27,
2017,5,CAL,ORE,-13.5,68,0.79,0.82,1.17,0.77,24-45,
2017,5,CSU,HAW,7,66,0.91,0.85,1.01,1.01,51-21,
2017,6,ARK ST,GSOU,7.5,55,1.00,0.93,0.72,1.06,43-25,
2017,6,LOU,NCSU,4,65.5,1.06,0.84,1.07,0.83,25-39,
2017,6,MEM,CONN,14,72,0.93,0.94,1.00,1.12,70-31,
2017,6,BOISE,BYU,8.5,44,0.86,0.85,0.68,0.98,24-7,
2017,6,ALA,TEXAM,26.5,54,1.29,0.65,1.01,0.83,27-19,
2017,6,WAKE,CLEM,-22,47.5,1.05,0.70,1.10,0.72,14-28,
2017,6,ISU,OKLA,-28,68.5,0.97,0.86,1.32,0.85,38-31,
2017,6,PSU,NW,15,53,1.07,0.64,0.91,0.83,31-7,
2017,6,UGA,VANDY,18.5,41,1.05,0.67,0.97,0.91,45-14,
2017,6,CAL,WASH,-27,56.5,0.77,0.90,1.18,0.69,7-38,
2017,6,MSU,MICH,-10,39.5,0.90,0.73,0.87,0.59,14-10,
2017,6,WVU,TCU,-13.5,69,1.18,0.89,1.12,0.74,24-31,
2017,6,WISC,NEB,12,45.5,1.11,0.68,0.89,0.87,38-17,
2017,6,MARY,OSU,-29.5,58.5,1.16,0.89,1.18,0.77,14-62,
2017,6,WSU,ORE,3.5,,1.00,0.73,1.18,0.75,33-10,
2017,6,MISS,AUB,-21.5,56.5,0.92,1.03,1.01,0.70,23-44,
2017,6,MIAFL,FSU,4,47.5,1.22,0.73,0.69,0.92,24-20,
2017,6,ORG ST,USC,-34,59.5,0.79,1.14,0.99,0.78,10-38,
2017,6,VT,BC,16.5,47,1.05,0.75,0.74,0.93,23-10,
2017,6,SDSU,UNLV,11,57.5,1.02,0.84,1.12,0.97,41-10,
2017,6,STAN,UTAH,5.5,51,1.16,0.96,0.96,0.62,23-20,
2017,6,ND,UNC,15.5,57.5,1.10,0.78,0.94,0.99,33-10,
2017,6,LSU,UF,-3.5,45.5,1.05,0.84,0.91,0.85,17-16,
2017,6,UCF,CIN,17.5,57,1.16,0.64,0.80,0.97,51-23,
2017,6,TULSA,TULANE,-4,59.5,1.08,1.19,1.06,0.99,28-62,
2017,6,TEMP,ECU,2.5,61,0.66,0.96,0.81,1.28,34-10,
2017,6,EMU,TOLEDO,-14,61,0.80,0.73,1.07,1.07,15-20,
2017,6,ILL,IOWA,-18,44.5,0.77,0.96,0.89,0.85,16-45,
2017,6,TTU,KAN,18.5,80.5,1.13,0.92,0.89,1.09,19-65,
2017,6,DUKE,UVA,-2.5,53.5,0.92,0.72,1.05,0.88,21-28,
2017,6,PITT,SYR,-4,66.5,0.89,0.99,0.90,0.87,24-27,
2017,6,CMU,OHIO,-12,55,0.79,0.89,1.08,0.90,26-23,
2017,6,BGSU,MIAOH,-14.5,46.5,0.72,1.02,0.88,0.85,37-29,
2017,6,ULM,TEXST,6,56.5,1.06,1.02,0.73,0.95,45-27,
2017,6,FIU,MTSU,-10,50.5,0.88,1.00,0.76,0.97,17-37,
2017,6,MINN,PUR,-3.5,46.5,1.06,0.76,0.93,0.85,17-31,
2017,6,NMSU,APP,-10.5,55.5,0.95,0.90,0.97,0.85,31-45,
2017,6,BALL,AKR,-7.5,51,0.88,0.94,0.81,0.97,3-31,
2017,6,AFA,NAVY,-7.5,53,1.08,1.06,1.18,0.98,45-48,
2017,6,KENT,NIU,-23.5,50.5,0.80,1.08,0.86,0.72,3-24,
2017,6,WMU,BUFF,6.5,49.5,1.05,0.87,1.02,0.95,71-68,
2017,6,ARK,SC,2,47.5,1.10,0.92,0.90,0.87,22-48,
2017,6,LT,UAB,11.5,66.5,0.89,0.91,1.00,0.88,22-23,
2017,6,CSU,USU,8,64,1.02,0.88,0.86,0.83,27-14,
2017,6,ULL,IDA,-7,64,1.00,1.24,0.91,0.95,21-16,
2017,6,MARSH,CHAR,15,51.5,0.87,0.86,0.75,1.07,14-3,
2017,6,FAU,ODU,4.5,58,1.00,0.94,0.77,0.97,58-28,
2017,6,ARMY,RICE,13.5,47.5,1.14,1.02,0.72,1.08,49-12,
2017,6,GSU,CCU,2,49,0.72,1.02,0.87,1.16,27-21,
2017,6,SMU,HOU,-7,63,1.12,0.91,0.94,0.73,22-35,
2017,6,KAN ST,TEX,-3.5,50,1.08,0.77,0.91,0.81,34-40,
2017,6,USM,UTSA,-14,51,0.97,0.78,1.10,0.59,31-29,
2017,6,MIZZ,UK,-10,61,0.87,1.12,0.94,0.82,34-40,
2017,6,FRESNO,SJSU,16.5,60,0.99,0.91,0.65,1.08,27-10,
2017,6,WKU,UTEP,18,56.5,0.87,0.84,0.65,1.24,15-14,
2017,6,ARZ,COL,-7,59.5,1.05,0.81,0.91,0.81,45-42,
2017,6,HAW,NEV,4.5,63.5,1.02,1.11,0.74,1.00,21-35,
2017,7,USA,TROY,-16,49.5,0.87,0.99,0.96,0.79,19-8,
2017,7,TEXST,ULL,-14,55,0.78,1.00,0.98,1.17,7-24,
2017,7,CLEM,SYR,22.5,56.5,1.07,0.75,0.91,0.89,24-27,
2017,7,WSU,CAL,14.5,55.5,0.98,0.71,0.74,0.91,3-37,
2017,7,ARK,ALA,-27.5,56,1.00,0.94,1.23,0.67,9-41,
2017,7,MIZZ,UGA,-30,56.5,0.89,1.10,1.10,0.70,28-53,
2017,7,WASH,ASU,18,56,1.14,0.67,0.98,1.07,7-13,
2017,7,TCU,KAN ST,6,52,1.12,0.78,1.07,0.83,26-6,
2017,7,PUR,WISC,-16.5,50,0.91,0.84,1.12,0.70,9-17,
2017,7,OSU,NEB,24,58,1.18,0.73,0.87,0.92,56-14,
2017,7,AUB,LSU,7.5,44.5,1.05,0.76,1.04,0.87,23-27,
2017,7,GT,MIAFL,-5,53.5,1.15,0.81,1.10,0.75,24-25,
2017,7,OKLA,TEX,8,65.5,1.29,0.92,0.93,0.85,29-24,1
2017,7,UTAH,USC,-13,53.5,0.92,0.69,1.00,0.77,27-28,
2017,7,BAY,OKLA ST,-25.5,70,0.83,1.03,1.13,0.85,16-59,
2017,7,MICH,IND,8,47,0.79,0.66,0.87,0.89,27-20,
2017,7,CIN,USF,-24.5,68,0.82,1.06,1.07,0.60,3-33,
2017,7,BOISE,SDSU,-8,45.5,0.89,0.81,1.04,0.83,31-14,
2017,7,NCSU,PITT,12,54.5,1.08,0.84,0.91,0.99,35-17,
2017,7,MSU,MINN,4.5,40,0.90,0.68,1.00,0.77,30-27,
2017,7,ECU,UCF,-36,73.5,0.79,1.25,1.27,0.70,21-63,
2017,7,ORE,STAN,-10.5,58.5,1.09,0.76,1.13,0.92,7-49,
2017,7,TTU,WVU,-3,75.5,1.16,0.86,1.12,0.93,35-46,
2017,7,NAVY,MEM,-3.5,73,1.22,1.04,1.02,0.93,27-30,
2017,7,CONN,TEMP,-10.5,60,0.98,1.16,0.75,0.92,28-24,
2017,7,EMU,ARMY,-7.5,46.5,0.80,0.79,1.17,0.94,27-28,
2017,7,BYU,MISS ST,-24,48.5,0.68,0.98,0.98,0.92,10-35,
2017,7,SC,TENN,-3,47.5,0.92,0.84,0.82,0.98,15-9,
2017,7,KAN,ISU,-21.5,66,0.84,1.13,1.01,0.92,0-45,
2017,7,RUT,ILL,-2.5,47,0.81,0.91,0.74,0.98,35-24,
2017,7,FSU,DUKE,7.5,44,0.73,0.88,0.87,0.73,17-10,
2017,7,BC,LOU,-22,55,0.75,0.92,1.03,0.89,45-42,
2017,7,UNLV,AFA,-7.5,67,1.06,1.00,1.11,1.14,30-34,
2017,7,ODU,MARSH,-16,51.5,0.75,1.02,0.88,0.82,3-35,
2017,7,VANDY,MISS,-3,56,0.96,0.98,0.96,1.07,35-57,
2017,7,UVA,UNC,4,51,0.98,0.82,0.88,0.98,20-14,
2017,7,NW,MARY,4,51.5,0.84,0.86,1.04,0.95,37-21,
2017,7,MIAOH,KENT,9.5,41.5,0.90,0.89,0.72,1.02,14-17,
2017,7,NIU,BUFF,4.5,50,0.84,0.66,1.05,1.01,14-13,
2017,7,OHIO,BGSU,9.5,59.5,1.02,0.90,0.77,1.01,48-30,
2017,7,TOLEDO,CMU,7.5,61,1.05,1.01,0.81,0.86,30-10,
2017,7,HOU,TULSA,13.5,65.5,0.97,0.77,1.08,1.25,17-45,
2017,7,COL,ORG ST,12,55.5,0.95,0.91,0.77,1.12,36-33,
2017,7,CHAR,WKU,-17.5,47.5,0.73,1.05,0.87,0.86,14-45,
2017,7,WYO,USU,-3,51,0.83,0.84,0.83,0.88,28-23,
2017,7,APP,IDA,13,52,0.98,0.81,0.90,0.93,23-20,
2017,7,GSU,ULM,-7,57.5,0.78,1.04,1.09,1.02,47-37,
2017,7,NMSU,GSOU,7.5,59.5,0.90,0.93,0.76,1.01,35-27,
2017,7,MTSU,UAB,6.5,55.5,0.84,0.94,1.02,0.90,23-25,
2017,7,UTSA,NT,2.5,57,1.05,0.71,1.03,0.93,26-29,
2017,7,UTEP,USM,-22.5,52.5,0.71,1.18,0.94,0.81,0-24,
2017,7,TULANE,FIU,14,50,1.17,1.01,0.86,1.04,10-23,
2017,7,TEXAM,UF,-2,51.5,0.97,0.85,0.93,0.88,19-17,
2017,7,CCU,ARK ST,-19,63.5,0.91,1.41,0.96,0.91,17-51,
2017,7,UCLA,ARZ,1,77.5,1.00,1.02,1.12,0.89,30-47,
2017,7,NM,FRESNO,-2.5,54.5,1.01,0.88,0.99,0.83,0-38,
2017,7,NEV,CSU,-24.5,64,0.82,0.99,1.03,0.85,42-44,
2017,7,SJSU,HAW,-17,61,0.63,1.07,1.01,1.13,26-37,
2017,8,MEM,HOU,-2.5,60.5,1.01,0.91,0.93,0.82,42-38,
2017,8,ULL,ARK ST,-12.5,65,0.99,1.09,1.01,0.91,3-47,
2017,8,WKU,ODU,11,47.5,0.92,0.86,0.72,1.03,35-31,
2017,8,MARSH,MTSU,3.5,49.5,0.92,0.78,0.82,0.94,38-10,
2017,8,AFA,NEV,6.5,67.5,1.08,1.10,0.88,1.03,45-42,
2017,8,CSU,NM,9,58.5,1.07,0.91,0.96,0.94,27-24,
2017,8,TENN,ALA,-34.5,50.5,0.82,0.98,1.22,0.66,7-45,
2017,8,MICH,PSU,-9.5,45,0.83,0.66,1.05,0.63,13-42,
2017,8,KAN,TCU,-40,59.5,0.79,1.11,1.10,0.75,0-43,
2017,8,MARY,WISC,-24,50.5,1.00,0.94,1.09,0.69,13-38,
2017,8,SYR,MIAFL,-16.5,59,0.92,0.90,1.07,0.78,19-27,
2017,8,OKLA,KAN ST,15,54,1.25,0.92,0.99,0.86,42-35,
2017,8,OKLA ST,TEX,7,64.5,1.17,0.81,0.93,0.89,13-10,
2017,8,USC,ND,-3.5,65.5,0.98,0.80,1.07,0.75,14-49,
2017,8,UNC,VT,-21,51.5,0.86,0.97,1.02,0.77,7-59,
2017,8,COL,WSU,-10,53.5,0.98,0.93,0.89,0.74,0-28,
2017,8,USF,TULANE,12,54,1.05,0.60,1.10,0.96,34-28,
2017,8,IND,MSU,-7.5,46,0.83,0.91,0.90,0.70,9-17,
2017,8,UCF,NAVY,7.5,66,1.29,0.74,1.14,1.02,31-21,
2017,8,AUB,ARK,15.5,53,1.03,0.78,0.94,0.97,52-20,
2017,8,WVU,BAY,9.5,69.5,1.12,0.96,0.79,1.08,38-36,
